r,time,sound,Time (s),heat flux
,0.88623,-0.955901,0.9075,-1.61722378
,0.886719,-4.579064,0.908,-1.61722378
,0.887207,-3.652645,0.9085,-1.61722378
,0.887695,-3.543875,0.909,-1.61722378
,0.888184,-3.915193,0.9095,-1.61722378
,0.888672,-0.595835,0.91,-1.61722378
,0.88916,-0.400799,0.9105,-1.61722378
,0.889648,2.772282,0.911,-1.61722378
,0.890137,4.5051,0.9115,-1.61722378
,0.890625,3.447406,0.912,-1.61722378
,0.891113,1.151986,0.9125,-1.61722378
,0.891602,-3.24757,0.913,-1.61722378
,0.89209,-3.873935,0.9135,-1.61722378
,0.892578,-5.948065,0.914,-1.61722378
,0.893066,-4.972886,0.9145,-1.61722378
,0.893555,-3.13505,0.915,-1.61722378
,0.894043,-2.0436,0.9155,-1.61722378
,0.894531,-0.528322,0.916,-1.61722378
,0.89502,0.375593,0.9165,-1.61722378
,0.895508,2.753529,0.917,-1.61722378
,0.895996,0.296829,0.9175,-1.61722378
,0.896484,-1.55226,0.918,-1.61722378
,0.896973,-4.06522,0.9185,-1.61722378
,0.897461,-5.276692,0.919,-1.61722378
,0.897949,-3.071288,0.9195,-1.61722378
,0.898437,-3.832678,0.92,-1.61722378
,0.898926,-3.40885,0.9205,-1.61722378
,0.899414,-1.871068,0.921,-1.61722378
,0.899902,-0.475813,0.9215,-1.61722378
,0.900391,-2.692469,0.922,-1.61722378
,0.900879,-3.787669,0.9225,-1.61722378
,0.901367,-3.840179,0.923,-1.61722378
,0.901855,-7.643376,0.9235,-1.61722378
,0.902344,-4.507801,0.924,-1.61722378
,0.902832,-1.593517,0.9245,-1.61722378
,0.90332,-2.823743,0.925,-1.61722378
,0.903809,-1.252205,0.9255,-1.61722378
,0.904297,-5.115412,0.926,-1.61722378
,0.904785,-5.81304,0.9265,-1.61722378
,0.905273,-2.231134,0.927,-1.61722378
,0.905762,-4.661579,0.9275,-1.61722378
,0.90625,-0.562078,0.928,-1.61722378
,0.906738,0.979454,0.9285,-1.61722378
,0.907227,-2.75248,0.929,-1.61722378
,0.907715,-0.179508,0.9295,-1.61722378
,0.908203,-3.750162,0.93,-1.61722378
,0.908691,-2.632458,0.9305,-1.61722378
,0.90918,2.742277,0.931,-1.61722378
,0.909668,-2.865,0.9315,-1.61722378
,0.910156,-2.80874,0.932,-1.61722378
,0.910645,0.720657,0.9325,-1.61722378
,0.911133,-0.648344,0.933,-1.61722378
,0.911621,0.870684,0.9335,-1.61722378
,0.912109,-0.46081,0.934,-1.61722378
,0.912598,-1.679783,0.9345,-1.61722378
,0.913086,2.183424,0.935,-1.61722378
,0.913574,1.219498,0.9355,-1.61722378
,0.914062,-0.288278,0.936,-1.61722378
,0.914551,2.337203,0.9365,-1.61722378
,0.915039,1.853364,0.937,-1.61722378
,0.915527,-0.247021,0.9375,-1.61722378
,0.916016,-0.738361,0.938,-1.61722378
,0.916504,-1.874819,0.9385,-1.61722378
,0.916992,-2.429921,0.939,-1.61722378
,0.91748,-0.378295,0.9395,-1.61722378
,0.917969,-2.062353,0.94,-1.61722378
,0.918457,-6.653194,0.9405,-1.61722378
,0.918945,-4.522804,0.941,-1.61722378
,0.919434,-1.244703,0.9415,-1.61722378
,0.919922,-2.744978,0.942,-1.61722378
,0.92041,-2.231134,0.9425,-1.61722378
,0.920898,1.009459,0.943,-1.61722378
,0.921387,1.463293,0.9435,-1.61722378
,0.921875,-0.382045,0.944,-1.61722378
,0.922363,-1.961085,0.9445,-1.61722378
,0.922852,0.289328,0.945,-1.61722378
,0.92334,1.748345,0.9455,-1.61722378
,0.923828,-1.762298,0.946,-1.61722378
,0.924316,0.169306,0.9465,-1.61722378
,0.924805,1.009459,0.947,-1.61722378
,0.925293,-1.240953,0.9475,-1.61722378
,0.925781,1.399531,0.948,-1.61722378
,0.92627,1.144484,0.9485,-1.61722378
,0.926758,0.4131,0.949,-1.61722378
,0.927246,-0.333287,0.9495,-1.61722378
,0.927734,-1.657279,0.95,-1.61722378
,0.928223,-2.564945,0.9505,-1.61722378
,0.928711,-4.627823,0.951,-1.61722378
,0.929199,-2.163622,0.9515,-1.61722378
,0.929687,-2.546192,0.952,-1.61722378
,0.930176,-3.02628,0.9525,-1.61722378
,0.930664,-0.547076,0.953,-1.61722378
,0.931152,-4.279009,0.9535,-1.61722378
,0.931641,-3.495116,0.954,-1.61722378
,0.932129,0.585632,0.9545,-1.61722378
,0.932617,-0.288278,0.955,-1.61722378
,0.933105,-0.760865,0.9555,-1.61722378
,0.933594,0.075538,0.956,-1.61722378
,0.934082,0.049284,0.9565,-1.61722378
,0.93457,-1.563512,0.957,-1.61722378
,0.935059,-1.195945,0.9575,-1.61722378
,0.935547,1.399531,0.958,-1.61722378
,0.936035,1.94338,0.9585,-1.61722378
,0.936523,-0.775868,0.959,-1.61722378
,0.937012,-0.73461,0.9595,-1.61722378
,0.9375,-1.721041,0.96,-1.61722378
,0.937988,-2.489932,0.9605,-1.61722378
,0.938477,0.128048,0.961,-1.61722378
,0.938965,-3.033781,0.9615,-1.61722378
,0.939453,0.979454,0.962,-1.61722378
,0.939941,5.334002,0.9625,-1.61722378
,0.94043,-1.019662,0.963,-1.61722378
,0.940918,-1.323468,0.9635,-1.61722378
,0.941406,3.162354,0.964,-1.61722378
,0.941895,1.091975,0.9645,-1.61722378
,0.942383,-1.893572,0.965,-1.61722378
,0.942871,3.03108,0.9655,-1.61722378
,0.943359,6.804271,0.966,-1.61722378
,0.943848,5.956616,0.9665,-1.61722378
,0.944336,4.295061,0.967,-1.61722378
,0.944824,5.165221,0.9675,-1.61722378
,0.945312,5.574045,0.968,-1.61722378
,0.945801,1.729591,0.9685,-1.61722378
,0.946289,-0.464561,0.969,-1.61722378
,0.946777,-1.17344,0.9695,-1.61722378
,0.947266,-0.014478,0.97,-1.61722378
,0.947754,4.531354,0.9705,-1.61722378
,0.948242,5.671563,0.971,-1.61722378
,0.94873,0.30058,0.9715,-1.61722378
,0.949219,-0.73461,0.972,-1.61722378
,0.949707,3.278625,0.9725,-1.61722378
,0.950195,4.988938,0.973,-1.61722378
,0.950684,4.850163,0.9735,-1.61722378
,0.951172,3.379894,0.974,-1.61722378
,0.95166,1.347021,0.9745,-1.61722378
,0.952148,0.364341,0.975,-1.61722378
,0.952637,0.709404,0.9755,-1.61722378
,0.953125,-0.588333,0.976,-1.61722378
,0.953613,0.255571,0.9765,-1.61722378
,0.954102,3.372392,0.977,-1.61722378
,0.95459,1.309514,0.9775,-1.61722378
,0.955078,0.878185,0.978,-1.61722378
,0.955566,5.514034,0.9785,-1.61722378
,0.956055,5.855347,0.979,-1.61722378
,0.956543,3.556176,0.9795,-1.61722378
,0.957031,3.859982,0.98,-1.61722378
,0.95752,4.576363,0.9805,-1.61722378
,0.958008,3.638691,0.981,-1.61722378
,0.958496,3.859982,0.9815,-1.61722378
,0.958984,6.331684,0.982,-1.61722378
,0.959473,5.98287,0.9825,-1.61722378
,0.959961,4.298812,0.983,-1.61722378
,0.960449,3.85248,0.9835,-1.61722378
,0.960937,2.884803,0.984,-1.61722378
,0.961426,3.03483,0.9845,-1.61722378
,0.961914,3.484913,0.985,-1.61722378
,0.962402,0.293078,0.9855,-1.61722378
,0.962891,0.075538,0.986,-1.61722378
,0.963379,6.661745,0.9865,-1.61722378
,0.963867,8.278291,0.987,-1.61722378
,0.964355,3.953749,0.9875,-1.61722378
,0.964844,3.181107,0.988,-1.61722378
,0.965332,2.802288,0.9885,-1.61722378
,0.96582,0.360591,0.989,-1.61722378
,0.966309,0.638141,0.9895,-1.61722378
,0.966797,0.814424,0.99,-1.61722378
,0.967285,0.113045,0.9905,-1.61722378
,0.967773,-0.817125,0.991,-1.61722378
,0.968262,-2.246137,0.9915,-1.61722378
,0.96875,-4.249004,0.992,-1.61722378
,0.969238,-5.929312,0.9925,-1.61722378
,0.969727,-2.501184,0.993,-1.61722378
,0.970215,3.529921,0.9935,-1.61722378
,0.970703,2.348455,0.994,-1.61722378
,0.971191,-2.354907,0.9945,-1.61722378
,0.97168,0.296829,0.995,-1.61722378
,0.972168,-0.51707,0.9955,-1.61722378
,0.972656,-1.28221,0.996,-1.61722378
,0.973145,-2.231134,0.9965,-1.61722378
,0.973633,-8.089707,0.997,-1.61722378
,0.974121,0.109295,0.9975,-1.61722378
,0.974609,4.527604,0.998,-1.61722378
,0.975098,2.637258,0.9985,-1.61722378
,0.975586,6.991805,0.999,-1.61722378
,0.976074,4.265056,0.9995,-1.61722378
